order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,continent,region,customer_id,product_id,customer_name,customer_city,customer_country
10383,2005-02-22,S50_1392,Trucks and Buses,29,100.0,3087.05,Spain,2005,2,1,Europe,Europe,72,93,Feliciano Fernandes,Crato,Brazil
10395,2005-03-17,S50_1392,Trucks and Buses,46,100.0,5692.96,France,2005,3,1,Europe,Europe,16,93,Amelia Hale,Oxford,United Kingdom
10412,2005-05-03,S50_1392,Trucks and Buses,26,100.0,3460.86,Spain,2005,5,2,Europe,Europe,34,93,Cathriona Campbell,Birr,Ireland
10425,2005-05-31,S50_1392,Trucks and Buses,18,100.0,1895.94,France,2005,5,2,Europe,Europe,100,93,Bertram Thomsen,V.Skerninge,Denmark
10104,2003-01-31,S50_1514,Trains,32,53.31,1705.92,Spain,2003,1,1,Europe,Europe,34,94,Cathriona Campbell,Birr,Ireland
10117,2003-04-16,S50_1514,Trains,21,49.21,1033.41,Singapore,2003,4,2,Asia,Asia,91,94,Claire Gaillard,Nancy,France
10127,2003-06-03,S50_1514,Trains,46,69.12,3179.52,United States,2003,6,2,North America,Americas,58,94,Sessa Guevara,La Concordia (Rosita),Mexico
10142,2003-08-08,S50_1514,Trains,42,49.79,2091.18,United States,2003,8,3,North America,Americas,28,94,Alexis Chan,Cartwright,Canada
10153,2003-09-28,S50_1514,Trains,31,57.41,1779.71,Spain,2003,9,3,Europe,Europe,79,94,Ronny Roy,Heiligenschwendi,Switzerland
10165,2003-10-22,S50_1514,Trains,38,66.78,2537.64,Singapore,2003,10,4,Asia,Asia,37,94,Arttu Leppo,Hollola,Finland
10176,2003-11-06,S50_1514,Trains,38,64.44,2448.72,Italy,2003,11,4,Europe,Europe,89,94,Nixon Brown,Invercargill,New Zealand
10185,2003-11-14,S50_1514,Trains,20,48.62,972.4,United States,2003,11,4,North America,Americas,63,94,Vetle Nazari,Sneltvedt,Norway
10196,2003-11-26,S50_1514,Trains,46,62.09,2856.14,United States,2003,11,4,North America,Americas,26,94,Jeff Holt,Salford,United Kingdom
10208,2004-01-02,S50_1514,Trains,30,65.61,1968.3,France,2004,1,1,Europe,Europe,16,94,Amelia Hale,Oxford,United Kingdom
10220,2004-02-12,S50_1514,Trains,30,68.54,2056.2,Ireland,2004,2,1,Europe,Europe,18,94,Roope Niemela,Ylitornio,Finland
10230,2004-03-15,S50_1514,Trains,43,52.14,2242.02,Germany,2004,3,1,Europe,Europe,10,94,Joris Bertrand,Mulhouse,France
10247,2004-05-05,S50_1514,Trains,49,63.85,3128.65,Finland,2004,5,2,Europe,Europe,58,94,Sessa Guevara,La Concordia (Rosita),Mexico
10272,2004-07-20,S50_1514,Trains,43,56.82,2443.26,United States,2004,7,3,North America,Americas,23,94,Mikael Latt,Hamina,Finland
10282,2004-08-20,S50_1514,Trains,37,66.78,2470.86,United States,2004,8,3,North America,Americas,92,94,Aatu Makela,Sauvo,Finland
10292,2004-09-08,S50_1514,Trains,35,55.07,1927.45,United States,2004,9,3,North America,Americas,57,94,Stanislava Zhurmani,Nova Kahovka,Ukraine
10306,2004-10-14,S50_1514,Trains,34,60.34,2051.56,United Kingdom,2004,10,4,Europe,Europe,12,94,Samuel French,Dorchester,Canada
10314,2004-10-22,S50_1514,Trains,38,61.51,2337.38,Denmark,2004,10,4,Europe,Europe,88,94,Laura Parra,Almería,Spain
10325,2004-11-05,S50_1514,Trains,44,100.0,5932.96,Norway,2004,11,4,Europe,Europe,41,94,Önal Kuzucu,Zonguldak,Turkey
10337,2004-11-21,S50_1514,Trains,21,100.0,2296.77,United States,2004,11,4,North America,Americas,86,94,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10350,2004-12-02,S50_1514,Trains,44,100.0,6490.88,Spain,2004,12,4,Europe,Europe,45,94,Charlie Park,Tecumseh,Canada
10359,2004-12-15,S50_1514,Trains,25,64.93,1623.25,France,2004,12,4,Europe,Europe,91,94,Claire Gaillard,Nancy,France
10372,2005-01-26,S50_1514,Trains,24,58.58,1405.92,Japan,2005,1,1,Asia,Asia,9,94,Charles Ennis,Minto,Canada
10383,2005-02-22,S50_1514,Trains,38,60.06,2282.28,Spain,2005,2,1,Europe,Europe,71,94,Efe Tekelioğlu,Isparta,Turkey
10395,2005-03-17,S50_1514,Trains,45,100.0,8977.05,France,2005,3,1,Europe,Europe,70,94,Roksolana Soyka,Kalinivka,Ukraine
10413,2005-05-05,S50_1514,Trains,51,63.85,3256.35,United States,2005,5,2,North America,Americas,38,94,Leonardo Tafoya,Cerritos de Villa de Pozos,Mexico
10108,2003-03-03,S50_4713,Motorcycles,34,82.99,2821.66,Philippines,2003,3,1,Asia,Asia,39,95,Mason Johnson,Nelson,New Zealand
10121,2003-05-07,S50_4713,Motorcycles,44,74.85,3293.4,France,2003,5,2,Europe,Europe,21,95,Roberto Green,Hervey Bay,Australia
10135,2003-07-02,S50_4713,Motorcycles,44,96.0,4224.0,United States,2003,7,3,North America,Americas,92,95,Aatu Makela,Sauvo,Finland
10145,2003-08-25,S50_4713,Motorcycles,38,81.36,3091.68,United States,2003,8,3,North America,Americas,91,95,Claire Gaillard,Nancy,France
10159,2003-10-10,S50_4713,Motorcycles,31,71.6,2219.6,United States,2003,10,4,North America,Americas,90,95,Linnea Hautala,Toivakka,Finland
10169,2003-11-04,S50_4713,Motorcycles,48,80.55,3866.4,Australia,2003,11,4,Oceania,Oceania,82,95,Parth Mugeraya,Sasaram,India
10180,2003-11-11,S50_4713,Motorcycles,21,93.56,1964.76,France,2003,11,4,Europe,Europe,23,95,Mikael Latt,Hamina,Finland
10190,2003-11-19,S50_4713,Motorcycles,40,66.72,2668.8,Spain,2003,11,4,Europe,Europe,47,95,Maximiliano Peralta,Comanjilla,Mexico
10211,2004-01-15,S50_4713,Motorcycles,40,80.55,3222.0,France,2004,1,1,Europe,Europe,66,95,Caridad Almonte,José Guadalupe Aguilera,Mexico
10224,2004-02-21,S50_4713,Motorcycles,50,77.29,3864.5,France,2004,2,1,Europe,Europe,29,95,Eeli Keto,Posio,Finland
10237,2004-04-05,S50_4713,Motorcycles,20,68.34,1366.8,United States,2004,4,2,North America,Americas,16,95,Amelia Hale,Oxford,United Kingdom
10252,2004-05-26,S50_4713,Motorcycles,48,72.41,3475.68,France,2004,5,2,Europe,Europe,26,95,Jeff Holt,Salford,United Kingdom
10264,2004-06-30,S50_4713,Motorcycles,47,89.5,4206.5,United States,2004,6,2,North America,Americas,18,95,Roope Niemela,Ylitornio,Finland
10276,2004-08-02,S50_4713,Motorcycles,21,70.78,1486.38,United States,2004,8,3,North America,Americas,31,95,Arturo Benítez,Castellón de la Plana,Spain
10285,2004-08-27,S50_4713,Motorcycles,39,78.92,3077.88,United States,2004,8,3,North America,Americas,64,95,Charlie Grewal,Tecumseh,Canada
10299,2004-09-30,S50_4713,Motorcycles,44,80.55,3544.2,Finland,2004,9,3,Europe,Europe,4,95,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10309,2004-10-15,S50_4713,Motorcycles,28,88.68,2483.04,Norway,2004,10,4,Europe,Europe,47,95,Maximiliano Peralta,Comanjilla,Mexico
10319,2004-11-03,S50_4713,Motorcycles,45,77.29,3478.05,United States,2004,11,4,North America,Americas,71,95,Efe Tekelioğlu,Isparta,Turkey
10331,2004-11-17,S50_4713,Motorcycles,20,100.0,3657.8,United States,2004,11,4,North America,Americas,74,95,Elias Jørgensen,Aarhus N,Denmark
10341,2004-11-24,S50_4713,Motorcycles,38,100.0,4682.36,Austria,2004,11,4,Europe,Europe,48,95,Fabiola Le Gall,Steffisburg,Switzerland
10356,2004-12-09,S50_4713,Motorcycles,26,100.0,3937.7,France,2004,12,4,Europe,Europe,60,95,Eugenia Tafoya,Nuevo Tantoán,Mexico
10365,2005-01-07,S50_4713,Motorcycles,44,100.0,4984.32,United States,2005,1,1,North America,Americas,71,95,Efe Tekelioğlu,Isparta,Turkey
10375,2005-02-03,S50_4713,Motorcycles,49,100.0,5406.66,France,2005,2,1,Europe,Europe,17,95,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10390,2005-03-04,S50_4713,Motorcycles,22,100.0,3491.18,United States,2005,3,1,North America,Americas,79,95,Ronny Roy,Heiligenschwendi,Switzerland
10403,2005-04-08,S50_4713,Motorcycles,31,68.34,2118.54,United Kingdom,2005,4,2,Europe,Europe,12,95,Samuel French,Dorchester,Canada
10105,2003-02-11,S700_1138,Ships,41,70.67,2897.47,Denmark,2003,2,1,Europe,Europe,9,96,Charles Ennis,Minto,Canada
10119,2003-04-28,S700_1138,Ships,25,76.67,1916.75,Austria,2003,4,2,Europe,Europe,40,96,Kriemhild Huppertz,Arnstein,Germany
10129,2003-06-12,S700_1138,Ships,31,60.0,1860.0,United Kingdom,2003,6,2,Europe,Europe,51,96,Velibor Vrhovac,Paraćin,Serbia
10142,2003-08-08,S700_1138,Ships,41,64.0,2624.0,United States,2003,8,3,North America,Americas,92,96,Aatu Makela,Sauvo,Finland
10153,2003-09-28,S700_1138,Ships,43,64.67,2780.81,Spain,2003,9,3,Europe,Europe,93,96,Charlotte White,Waterloo,Canada
10167,2003-10-23,S700_1138,Ships,43,75.34,3239.62,Sweden,2003,10,4,Europe,Europe,62,96,Lucie Berger,Le Mans,France
10177,2003-11-07,S700_1138,Ships,24,76.0,1824.0,Spain,2003,11,4,Europe,Europe,68,96,Lukas Picard,Vitry-sur-Seine,France
10185,2003-11-14,S700_1138,Ships,21,54.0,1134.0,United States,2003,11,4,North America,Americas,53,96,Adrian Long,Huntsville,United States
10197,2003-11-26,S700_1138,Ships,23,64.67,1487.41,Spain,2003,11,4,Europe,Europe,99,96,Adriane Mendes,Garanhuns,Brazil
10208,2004-01-02,S700_1138,Ships,38,74.67,2837.46,France,2004,1,1,Europe,Europe,53,96,Adrian Long,Huntsville,United States
10222,2004-02-19,S700_1138,Ships,31,62.67,1942.77,United States,2004,2,1,North America,Americas,74,96,Elias Jørgensen,Aarhus N,Denmark
10233,2004-03-29,S700_1138,Ships,36,70.67,2544.12,United States,2004,3,1,North America,Americas,10,96,Joris Bertrand,Mulhouse,France
10248,2004-05-07,S700_1138,Ships,36,71.34,2568.24,United States,2004,5,2,North America,Americas,17,96,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10261,2004-06-17,S700_1138,Ships,34,62.0,2108.0,Canada,2004,6,2,North America,Americas,41,96,Önal Kuzucu,Zonguldak,Turkey
10273,2004-07-21,S700_1138,Ships,21,65.34,1372.14,Belgium,2004,7,3,Europe,Europe,83,96,Randall Berry,Australian Capital Territory,Australia
10283,2004-08-20,S700_1138,Ships,45,78.67,3540.15,Canada,2004,8,3,North America,Americas,10,96,Joris Bertrand,Mulhouse,France
10295,2004-09-10,S700_1138,Ships,26,75.34,1958.84,United States,2004,9,3,North America,Americas,58,96,Sessa Guevara,La Concordia (Rosita),Mexico
10306,2004-10-14,S700_1138,Ships,50,54.0,2700.0,United Kingdom,2004,10,4,Europe,Europe,60,96,Eugenia Tafoya,Nuevo Tantoán,Mexico
10315,2004-10-29,S700_1138,Ships,41,62.0,2542.0,France,2004,10,4,Europe,Europe,88,96,Laura Parra,Almería,Spain
10326,2004-11-09,S700_1138,Ships,39,60.0,2340.0,Sweden,2004,11,4,Europe,Europe,67,96,Lucas Pelletier,New Glasgow,Canada
10339,2004-11-23,S700_1138,Ships,22,100.0,2816.44,Japan,2004,11,4,Asia,Asia,45,96,Charlie Park,Tecumseh,Canada
10350,2004-12-02,S700_1138,Ships,46,76.67,3526.82,Spain,2004,12,4,Europe,Europe,17,96,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10373,2005-01-31,S700_1138,Ships,44,100.0,4627.92,Finland,2005,1,1,Europe,Europe,100,96,Bertram Thomsen,V.Skerninge,Denmark
10385,2005-02-28,S700_1138,Ships,25,77.34,1933.5,United States,2005,2,1,North America,Americas,71,96,Efe Tekelioğlu,Isparta,Turkey
10396,2005-03-23,S700_1138,Ships,39,66.67,2600.13,United States,2005,3,1,North America,Americas,82,96,Parth Mugeraya,Sasaram,India
10414,2005-05-06,S700_1138,Ships,37,71.34,2639.58,United States,2005,5,2,North America,Americas,76,96,José Manuél Palomo,Cuyutlán,Mexico
10106,2003-02-17,S700_1691,Planes,31,100.0,3312.97,Italy,2003,2,1,Europe,Europe,24,97,Kamila Hadland,Åkrene,Norway
10120,2003-04-29,S700_1691,Planes,47,82.21,3863.87,Australia,2003,4,2,Oceania,Oceania,99,97,Adriane Mendes,Garanhuns,Brazil
10133,2003-06-27,S700_1691,Planes,24,77.64,1863.36,Spain,2003,6,2,Europe,Europe,17,97,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10143,2003-08-10,S700_1691,Planes,36,100.0,3945.96,United States,2003,8,3,North America,Americas,56,97,Prisca Leroy,Wachseldorn,Switzerland
10156,2003-10-08,S700_1691,Planes,48,100.0,4954.08,Spain,2003,10,4,Europe,Europe,65,97,Samuel Roberts,Masterton,New Zealand
10168,2003-10-28,S700_1691,Planes,28,98.65,2762.2,United States,2003,10,4,North America,Americas,8,97,Pierre-Alain Bonnet,Bettingen,Switzerland
10199,2003-12-01,S700_1691,Planes,48,83.12,3989.76,United States,2003,12,4,North America,Americas,16,97,Amelia Hale,Oxford,United Kingdom
10210,2004-01-12,S700_1691,Planes,21,78.55,1649.55,Japan,2004,1,1,Asia,Asia,67,97,Lucas Pelletier,New Glasgow,Canada
10223,2004-02-20,S700_1691,Planes,25,100.0,2534.75,Australia,2004,2,1,Oceania,Oceania,20,97,غزل یاسمی,رشت,Iran
10235,2004-04-02,S700_1691,Planes,25,100.0,2580.25,Canada,2004,4,2,North America,Americas,39,97,Mason Johnson,Nelson,New Zealand
10250,2004-05-11,S700_1691,Planes,31,91.34,2831.54,United States,2004,5,2,North America,Americas,22,97,Diana Ray,Kinsale,Ireland
10262,2004-06-24,S700_1691,Planes,40,84.03,3361.2,Spain,2004,6,2,Europe,Europe,21,97,Roberto Green,Hervey Bay,Australia
10275,2004-07-23,S700_1691,Planes,32,89.51,2864.32,France,2004,7,3,Europe,Europe,42,97,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10284,2004-08-21,S700_1691,Planes,24,83.12,1994.88,Norway,2004,8,3,Europe,Europe,91,97,Claire Gaillard,Nancy,France
10296,2004-09-15,S700_1691,Planes,42,100.0,4296.6,Germany,2004,9,3,Europe,Europe,29,97,Eeli Keto,Posio,Finland
10308,2004-10-15,S700_1691,Planes,21,100.0,2224.95,United States,2004,10,4,North America,Americas,45,97,Charlie Park,Tecumseh,Canada
10316,2004-11-01,S700_1691,Planes,34,82.21,2795.14,United Kingdom,2004,11,4,Europe,Europe,67,97,Lucas Pelletier,New Glasgow,Canada
10328,2004-11-12,S700_1691,Planes,27,100.0,2762.1,Italy,2004,11,4,Europe,Europe,37,97,Arttu Leppo,Hollola,Finland
10340,2004-11-24,S700_1691,Planes,30,88.6,2658.0,Spain,2004,11,4,Europe,Europe,11,97,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10353,2004-12-04,S700_1691,Planes,39,100.0,5043.87,United States,2004,12,4,North America,Americas,33,97,Kasper Salonen,Mynämäki,Finland
10361,2004-12-17,S700_1691,Planes,20,60.54,1210.8,Australia,2004,12,4,Oceania,Oceania,26,97,Jeff Holt,Salford,United Kingdom
10375,2005-02-03,S700_1691,Planes,37,81.87,3029.19,France,2005,2,1,Europe,Europe,82,97,Parth Mugeraya,Sasaram,India
10388,2005-03-03,S700_1691,Planes,46,100.0,10066.6,United States,2005,3,1,North America,Americas,71,97,Efe Tekelioğlu,Isparta,Turkey
10398,2005-03-30,S700_1691,Planes,47,87.69,4121.43,France,2005,3,1,Europe,Europe,36,97,Evangelino Lopes,Barbacena,Brazil
10401,2005-04-03,S700_1691,Planes,11,100.0,1135.31,United States,2005,4,2,North America,Americas,17,97,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10416,2005-05-10,S700_1691,Planes,23,91.34,2100.82,Italy,2005,5,2,Europe,Europe,81,97,Anders Sanne,Hægeland,Norway
10105,2003-02-11,S700_1938,Ships,29,70.15,2034.35,Denmark,2003,2,1,Europe,Europe,39,98,Mason Johnson,Nelson,New Zealand
10117,2003-04-16,S700_1938,Ships,38,79.68,3027.84,Singapore,2003,4,2,Asia,Asia,79,98,Ronny Roy,Heiligenschwendi,Switzerland
10128,2003-06-06,S700_1938,Ships,32,97.0,3104.0,Spain,2003,6,2,Europe,Europe,69,98,Elijah Williams,Upper Hutt,New Zealand
10142,2003-08-08,S700_1938,Ships,43,84.01,3612.43,United States,2003,8,3,North America,Americas,12,98,Samuel French,Dorchester,Canada
10153,2003-09-28,S700_1938,Ships,31,87.48,2711.88,Spain,2003,9,3,Europe,Europe,65,98,Samuel Roberts,Masterton,New Zealand
10166,2003-10-21,S700_1938,Ships,29,100.0,3013.97,United States,2003,10,4,North America,Americas,83,98,Randall Berry,Australian Capital Territory,Australia
10177,2003-11-07,S700_1938,Ships,31,88.34,2738.54,Spain,2003,11,4,Europe,Europe,22,98,Diana Ray,Kinsale,Ireland
10185,2003-11-14,S700_1938,Ships,30,94.4,2832.0,United States,2003,11,4,North America,Americas,76,98,José Manuél Palomo,Cuyutlán,Mexico
10196,2003-11-26,S700_1938,Ships,50,94.4,4720.0,United States,2003,11,4,North America,Americas,75,98,Slavica Thomsen,Friesland,Germany
10208,2004-01-02,S700_1938,Ships,40,80.55,3222.0,France,2004,1,1,Europe,Europe,20,98,غزل یاسمی,رشت,Iran
10221,2004-02-18,S700_1938,Ships,23,97.0,2231.0,Belgium,2004,2,1,Europe,Europe,22,98,Diana Ray,Kinsale,Ireland
10232,2004-03-20,S700_1938,Ships,26,88.34,2296.84,United Kingdom,2004,3,1,Europe,Europe,85,98,Ildiko Hagel,Hirschhorn (Neckar),Germany
10248,2004-05-07,S700_1938,Ships,40,100.0,4157.2,United States,2004,5,2,North America,Americas,80,98,Dulce Ureña,Cozumel,Mexico
10273,2004-07-21,S700_1938,Ships,21,100.0,2146.2,Belgium,2004,7,3,Europe,Europe,93,98,Charlotte White,Waterloo,Canada
10282,2004-08-20,S700_1938,Ships,43,86.61,3724.23,United States,2004,8,3,North America,Americas,78,98,Patrick Murray,Wollongong,Australia
10293,2004-09-09,S700_1938,Ships,29,71.89,2084.81,Italy,2004,9,3,Europe,Europe,44,98,Carl Tucker,Cupertino,United States
10306,2004-10-14,S700_1938,Ships,38,91.81,3488.78,United Kingdom,2004,10,4,Europe,Europe,73,98,Pavlina Dacenko,Popasna,Ukraine
10314,2004-10-22,S700_1938,Ships,23,76.22,1753.06,Denmark,2004,10,4,Europe,Europe,6,98,Corina Brunet,S-Chanf,Switzerland
10327,2004-11-10,S700_1938,Ships,20,100.0,3469.2,Denmark,2004,11,4,Europe,Europe,4,98,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10337,2004-11-21,S700_1938,Ships,36,70.3,2530.8,United States,2004,11,4,North America,Americas,11,98,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10350,2004-12-02,S700_1938,Ships,28,100.0,2924.32,Spain,2004,12,4,Europe,Europe,6,98,Corina Brunet,S-Chanf,Switzerland
10372,2005-01-26,S700_1938,Ships,44,100.0,4496.8,Japan,2005,1,1,Asia,Asia,83,98,Randall Berry,Australian Capital Territory,Australia
10384,2005-02-23,S700_1938,Ships,49,100.0,6397.44,United States,2005,2,1,North America,Americas,99,98,Adriane Mendes,Garanhuns,Brazil
10397,2005-03-28,S700_1938,Ships,32,80.55,2577.6,France,2005,3,1,Europe,Europe,74,98,Elias Jørgensen,Aarhus N,Denmark
10414,2005-05-06,S700_1938,Ships,34,100.0,3533.62,United States,2005,5,2,North America,Americas,34,98,Cathriona Campbell,Birr,Ireland
10106,2003-02-17,S700_2047,Ships,30,100.0,3177.3,Italy,2003,2,1,Europe,Europe,84,99,Lenice Cardoso,Patos,Brazil
10119,2003-04-28,S700_2047,Ships,29,94.14,2730.06,Austria,2003,4,2,Europe,Europe,27,99,Manuel Kelly,Tweed,Australia
10131,2003-06-16,S700_2047,Ships,22,85.99,1891.78,United States,2003,6,2,North America,Americas,99,99,Adriane Mendes,Garanhuns,Brazil
10143,2003-08-10,S700_2047,Ships,26,100.0,2612.48,United States,2003,8,3,North America,Americas,74,99,Elias Jørgensen,Aarhus N,Denmark
10155,2003-10-06,S700_2047,Ships,32,91.43,2925.76,Finland,2003,10,4,Europe,Europe,54,99,Jaydee Van Gasteren,Achttienhoven,Netherlands
10167,2003-10-23,S700_2047,Ships,29,100.0,2940.02,Sweden,2003,10,4,Europe,Europe,80,99,Dulce Ureña,Cozumel,Mexico
10178,2003-11-08,S700_2047,Ships,34,96.86,3293.24,France,2003,11,4,Europe,Europe,82,99,Parth Mugeraya,Sasaram,India
10186,2003-11-14,S700_2047,Ships,24,99.57,2389.68,United Kingdom,2003,11,4,Europe,Europe,4,99,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10197,2003-11-26,S700_2047,Ships,24,90.52,2172.48,Spain,2003,11,4,Europe,Europe,64,99,Charlie Grewal,Tecumseh,Canada
10209,2004-01-09,S700_2047,Ships,33,88.71,2927.43,United States,2004,1,1,North America,Americas,81,99,Anders Sanne,Hægeland,Norway
10222,2004-02-19,S700_2047,Ships,26,100.0,2659.54,United States,2004,2,1,North America,Americas,70,99,Roksolana Soyka,Kalinivka,Ukraine
10249,2004-05-08,S700_2047,Ships,40,95.95,3838.0,United States,2004,5,2,North America,Americas,38,99,Leonardo Tafoya,Cerritos de Villa de Pozos,Mexico
10262,2004-06-24,S700_2047,Ships,44,94.14,4142.16,Spain,2004,6,2,Europe,Europe,83,99,Randall Berry,Australian Capital Territory,Australia
10274,2004-07-21,S700_2047,Ships,24,90.52,2172.48,United States,2004,7,3,North America,Americas,39,99,Mason Johnson,Nelson,New Zealand
10283,2004-08-20,S700_2047,Ships,20,94.14,1882.8,Canada,2004,8,3,North America,Americas,62,99,Lucie Berger,Le Mans,France
10296,2004-09-15,S700_2047,Ships,34,100.0,3477.86,Germany,2004,9,3,Europe,Europe,32,99,Dalia Benavídez,Monte Escobedo,Mexico
10307,2004-10-14,S700_2047,Ships,34,97.76,3323.84,United States,2004,10,4,North America,Americas,88,99,Laura Parra,Almería,Spain
10316,2004-11-01,S700_2047,Ships,45,93.24,4195.8,United Kingdom,2004,11,4,Europe,Europe,52,99,Enrique Velasco,San Sebastián de Los Reyes,Spain
10328,2004-11-12,S700_2047,Ships,41,100.0,4156.58,Italy,2004,11,4,Europe,Europe,39,99,Mason Johnson,Nelson,New Zealand
10339,2004-11-23,S700_2047,Ships,55,71.25,3918.75,Japan,2004,11,4,Asia,Asia,59,99,Necati Karaduman,Trabzon,Turkey
10352,2004-12-03,S700_2047,Ships,23,100.0,2352.67,United States,2004,12,4,North America,Americas,10,99,Joris Bertrand,Mulhouse,France
10361,2004-12-17,S700_2047,Ships,24,45.39,1089.36,Australia,2004,12,4,Oceania,Oceania,89,99,Nixon Brown,Invercargill,New Zealand
10373,2005-01-31,S700_2047,Ships,32,84.41,2701.12,Finland,2005,1,1,Europe,Europe,8,99,Pierre-Alain Bonnet,Bettingen,Switzerland
10386,2005-03-01,S700_2047,Ships,29,85.76,2487.04,Spain,2005,3,1,Europe,Europe,21,99,Roberto Green,Hervey Bay,Australia
10398,2005-03-30,S700_2047,Ships,36,100.0,3910.32,France,2005,3,1,Europe,Europe,57,99,Stanislava Zhurmani,Nova Kahovka,Ukraine
10400,2005-04-01,S700_2047,Ships,46,87.8,4038.8,United States,2005,4,2,North America,Americas,54,99,Jaydee Van Gasteren,Achttienhoven,Netherlands
10415,2005-05-09,S700_2047,Ships,32,95.95,3070.4,Australia,2005,5,2,Oceania,Oceania,62,99,Lucie Berger,Le Mans,France
10106,2003-02-17,S700_2466,Planes,34,100.0,3763.46,Italy,2003,2,1,Europe,Europe,60,100,Eugenia Tafoya,Nuevo Tantoán,Mexico
10120,2003-04-29,S700_2466,Planes,24,100.0,2584.8,Australia,2003,4,2,Oceania,Oceania,27,100,Manuel Kelly,Tweed,Australia
10131,2003-06-16,S700_2466,Planes,40,100.0,4427.6,United States,2003,6,2,North America,Americas,44,100,Carl Tucker,Cupertino,United States
10143,2003-08-10,S700_2466,Planes,26,82.77,2152.02,United States,2003,8,3,North America,Americas,78,100,Patrick Murray,Wollongong,Australia
10155,2003-10-06,S700_2466,Planes,20,100.0,2353.4,Finland,2003,10,4,Europe,Europe,19,100,Oğuzhan Balaban,Ağrı,Turkey
10168,2003-10-28,S700_2466,Planes,31,100.0,3431.39,United States,2003,10,4,North America,Americas,41,100,Önal Kuzucu,Zonguldak,Turkey
10178,2003-11-08,S700_2466,Planes,22,87.75,1930.5,France,2003,11,4,Europe,Europe,92,100,Aatu Makela,Sauvo,Finland
10198,2003-11-27,S700_2466,Planes,42,100.0,4774.56,Philippines,2003,11,4,Asia,Asia,41,100,Önal Kuzucu,Zonguldak,Turkey
10210,2004-01-12,S700_2466,Planes,26,99.72,2592.72,Japan,2004,1,1,Asia,Asia,94,100,Eino Jarvela,Närpes,Finland
10222,2004-02-19,S700_2466,Planes,37,87.75,3246.75,United States,2004,2,1,North America,Americas,45,100,Charlie Park,Tecumseh,Canada
10235,2004-04-02,S700_2466,Planes,38,88.75,3372.5,Canada,2004,4,2,North America,Americas,52,100,Enrique Velasco,San Sebastián de Los Reyes,Spain
10250,2004-05-11,S700_2466,Planes,35,100.0,3909.15,United States,2004,5,2,North America,Americas,17,100,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10262,2004-06-24,S700_2466,Planes,33,90.75,2994.75,Spain,2004,6,2,Europe,Europe,98,100,Evdokija Šakić,Ljubovija,Serbia
10275,2004-07-23,S700_2466,Planes,39,100.0,4472.52,France,2004,7,3,Europe,Europe,48,100,Fabiola Le Gall,Steffisburg,Switzerland
10284,2004-08-21,S700_2466,Planes,45,100.0,4576.95,Norway,2004,8,3,Europe,Europe,66,100,Caridad Almonte,José Guadalupe Aguilera,Mexico
10296,2004-09-15,S700_2466,Planes,24,100.0,2441.04,Germany,2004,9,3,Europe,Europe,72,100,Feliciano Fernandes,Crato,Brazil
10308,2004-10-15,S700_2466,Planes,35,88.75,3106.25,United States,2004,10,4,North America,Americas,14,100,Sofia Sørensen,Beder,Denmark
10316,2004-11-01,S700_2466,Planes,23,100.0,2706.41,United Kingdom,2004,11,4,Europe,Europe,41,100,Önal Kuzucu,Zonguldak,Turkey
10328,2004-11-12,S700_2466,Planes,37,100.0,4021.53,Italy,2004,11,4,Europe,Europe,31,100,Arturo Benítez,Castellón de la Plana,Spain
10340,2004-11-24,S700_2466,Planes,55,87.75,4826.25,Spain,2004,11,4,Europe,Europe,60,100,Eugenia Tafoya,Nuevo Tantoán,Mexico
10352,2004-12-03,S700_2466,Planes,49,100.0,4935.28,United States,2004,12,4,North America,Americas,16,100,Amelia Hale,Oxford,United Kingdom
10361,2004-12-17,S700_2466,Planes,26,100.0,2754.7,Australia,2004,12,4,Oceania,Oceania,35,100,Madison Diaz,Sunshine Coast,Australia
10375,2005-02-03,S700_2466,Planes,33,100.0,3856.71,France,2005,2,1,Europe,Europe,58,100,Sessa Guevara,La Concordia (Rosita),Mexico
10386,2005-03-01,S700_2466,Planes,37,83.84,3102.08,Spain,2005,3,1,Europe,Europe,32,100,Dalia Benavídez,Monte Escobedo,Mexico
10398,2005-03-30,S700_2466,Planes,22,86.76,1908.72,France,2005,3,1,Europe,Europe,19,100,Oğuzhan Balaban,Ağrı,Turkey
10401,2005-04-03,S700_2466,Planes,85,88.75,7543.75,United States,2005,4,2,North America,Americas,13,100,Morten Grønningsæter,Alta,Norway
